x,y,z
65.23389008064771,368.05966345898673,a
29.825548287017547,370.32694595326143,a
100.21738941623184,357.2554496096154,a
177.80999872269354,335.33644619463996,a
174.837584499851,340.7265996673633,a
177.55692432167297,339.23104613246915,a
159.50980451008695,337.19390443605073,a
215.91969034607797,337.90388238856156,a
227.15026697761186,328.18766715625287,a
237.2253570250942,326.3154208543965,a
220.42869022608363,297.58291005247537,a
219.544615328411,304.51058201571743,a
260.53597761040095,290.2390629517321,a
240.39829963532435,337.3939306419053,a
217.3215098300834,298.7382405092206,a
270.8644848971679,313.655380545654,a
289.8791321491791,339.44296481203406,a
282.9741393802608,331.72625589167495,a
341.5999929154016,329.5570731777169,a
256.9272514975224,299.6780523032554,a
274.11654400306475,286.1055117544873,a
272.13640747160036,257.4782894135094,a
282.9000484324411,295.94764277700466,a
292.57626507054215,330.7479510945204,a
292.6481845924236,285.02672420143244,a
300.5856780791701,291.6715604205018,a
340.76988615448664,247.17576325599512,a
320.0053814430515,244.09049886894863,a
371.8178561546591,263.2639910428492,a
351.82658625276025,256.92129227826524,a
321.15535196206145,252.69477968358723,a
352.8153928076432,258.72379240072985,a
392.9068737048652,247.32315243518568,a
401.51523152841156,207.19490098948137,a
411.6024725206504,225.08096805820958,a
358.92822440113616,213.20138255612324,a
431.5024379377703,230.62971224336786,a
403.6445801836671,202.92741793027864,a
419.0363164545797,231.54958458794636,a
450.46213792542017,187.20838091341273,a
426.08872697671666,188.20978602066214,a
464.0289863497735,219.47716532664953,a
464.776563880382,168.5310876067694,a
461.7385846356126,172.53560895545024,a
441.9375368252993,163.40180113639906,a
488.2518592278456,148.3126218328751,a
450.0132671040074,206.68706175270677,a
514.328093391475,170.47433142017974,a
463.0830455728972,160.12694083636472,a
451.5611500903144,190.4105609430914,a
478.311034569264,149.34167405343453,a
497.0598958179734,131.96141409050875,a
511.6718201512071,114.44841536811037,a
511.6647151204759,123.82216652800531,a
566.0928334383731,140.29379452441913,a
543.8544194859672,117.38797693849597,a
533.3005682301866,106.56593317536743,a
565.7910392975971,86.26990386411057,a
565.5548789537877,112.48015145281886,a
586.5246587457907,72.51390094096746,a
593.4885534111503,63.829866727843125,a
564.612130083119,63.602101505165024,a
571.1435970751038,75.73842080211205,a
611.7656375059125,94.66343878082881,a
570.1040476902302,49.9470361211479,a
549.825011576964,102.79530816255465,a
572.886589198158,48.06298411632184,a
582.8386711588694,115.17514786619125,a
583.7743588691334,54.43249324370311,a
638.460978043203,85.44965340331879,a
646.5221515225913,75.81869169909714,a
589.2744508459679,146.58019647471133,a
626.4010784887074,103.78383323220697,a
613.0017885170591,55.53281357510201,a
628.3738239384884,57.45603449518575,a
683.3523607141911,116.66702135093237,a
640.0699657832927,76.63140402681728,a
697.6191753861298,80.86981055534176,a
693.4007734416672,85.40869506528173,a
671.6364178837836,119.79390228441474,a
667.7007598583231,128.48391157441637,a
671.2110484830937,80.91734607541844,a
650.3387827867182,123.28828285337943,a
687.9019417989498,78.70450777916147,a
664.7895173514398,137.22930284921688,a
693.9066891325499,80.25169432699255,a
645.9718476477542,110.55982666587084,a
617.9727576148396,125.50996438329753,a
679.7068594792481,104.73699489804767,a
589.385192764332,112.34997483257598,a
552.0707784110432,129.8851779736055,a
569.1702804868847,130.1776207181855,a
538.4645967462079,161.81816487641447,a
559.3615274876373,131.12581128774087,a
566.2602882400057,147.10023448121217,a
541.899937412603,145.62158931413074,a
559.751447864572,213.01923462678502,a
553.4632276277413,184.4216256067358,a
511.0368033727515,179.20029564018262,a
509.1483423177268,171.61159544188644,a
507.8913753127073,173.670872004993,a
524.8721135998942,228.7664965738789,a
481.41769503649215,191.2421218510937,a
521.3702828005154,278.4283662140051,a
517.9832607941784,213.14518289907306,a
